reward
-34.39999999999996
-25.1
-26.999999999999993
-22.3
-23.000000000000004
-24.300000000000004
-21.400000000000002
15.100000000000003
-23.200000000000003
-30.69999999999998
-28.999999999999986
-25.799999999999997
-25.699999999999996
-21.0
-17.299999999999994
-22.000000000000004
-19.5
-25.599999999999998
-22.3
-27.69999999999999
