reward
-28.29999999999999
26.6
-21.900000000000002
-22.3
-21.3
-22.700000000000003
-21.0
-11.900000000000002
-25.2
-26.199999999999996
-33.49999999999997
-26.599999999999994
-17.799999999999994
-21.1
-23.300000000000004
-36.599999999999966
-24.300000000000004
-27.39999999999999
-21.900000000000002
-24.000000000000004
