reward
-34.69999999999997
-24.5
-20.900000000000002
-21.3
-25.9
-26.399999999999995
-21.0
-21.3
-26.499999999999993
-24.1
-24.5
-31.299999999999976
-24.5
-26.199999999999996
-22.000000000000004
-20.900000000000002
-23.900000000000002
-21.5
-15.19999999999999
-21.3
