reward
-17.9
-15.599999999999994
-22.400000000000002
-32.49999999999997
-23.800000000000004
-21.1
-23.900000000000002
-26.599999999999994
-16.499999999999993
-11.5
-25.0
-23.300000000000004
-20.700000000000003
-25.799999999999997
-22.200000000000003
-23.700000000000003
-20.900000000000002
-21.0
-21.0
-20.199999999999992
