reward
-1.0
-1.0
-0.5
-1.0
-1.0
-0.75
-1.0
-1.0
-0.25
-1.0
-0.75
-1.0
-0.25
-1.0
-0.75
-1.0
-1.0
-1.0
-1.0
-0.75
